protocol,port,description
TCP,2567,Cisco Line Protocol
UDP,2567,Cisco Line Protocol
TCP,2568,SPAM TRAP
UDP,2568,SPAM TRAP
TCP,2569,Sonus Call Signal
UDP,2569,Sonus Call Signal
TCP,2570,HS Port
UDP,2570,HS Port
TCP,2571,CECSVC
UDP,2571,CECSVC
TCP,2572,IBP
UDP,2572,IBP
TCP,2573,Trust Establish
UDP,2573,Trust Establish
TCP,2574,Blockade BPSP
UDP,2574,Blockade BPSP
TCP,2575,HL7
UDP,2575,HL7
TCP,2576,TCL Pro Debugger
UDP,2576,TCL Pro Debugger
TCP,2577,Scriptics Lsrvr
UDP,2577,Scriptics Lsrvr
TCP,2578,RVS ISDN DCP
UDP,2578,RVS ISDN DCP
TCP,2579,mpfoncl
UDP,2579,mpfoncl
TCP,2580,Tributary
UDP,2580,Tributary
TCP,2581,ARGIS TE
UDP,2581,ARGIS TE
TCP,2582,ARGIS DS
UDP,2582,ARGIS DS
TCP,2583,MON
UDP,2583,MON
TCP,2584,cyaserv
UDP,2584,cyaserv
TCP,2585,NETX Server
UDP,2585,NETX Server
TCP,2586,NETX Agent
UDP,2586,NETX Agent
TCP,2587,MASC
UDP,2587,MASC
TCP,2588,Privilege
UDP,2588,Privilege
TCP,2589,quartus tcl
UDP,2589,quartus tcl
TCP,2590,idotdist
UDP,2590,idotdist
TCP,2591,Maytag Shuffle
UDP,2591,Maytag Shuffle
TCP,2592,netrek
UDP,2592,netrek
TCP,2593,MNS Mail Notice Service
UDP,2593,MNS Mail Notice Service
TCP,2594,Data Base Server
UDP,2594,Data Base Server
TCP,2595,World Fusion 1
UDP,2595,World Fusion 1
TCP,2596,World Fusion 2
UDP,2596,World Fusion 2
TCP,2597,Homestead Glory
UDP,2597,Homestead Glory
TCP,2598,Citrix MA Client
UDP,2598,Citrix MA Client
TCP,2599,Snap Discovery
UDP,2599,Snap Discovery
TCP,2600,HPSTGMGR
UDP,2600,HPSTGMGR
TCP,2601,discp client
UDP,2601,discp client
TCP,2602,discp server
UDP,2602,discp server
TCP,2603,Service Meter
UDP,2603,Service Meter
TCP,2604,NSC CCS
UDP,2604,NSC CCS
TCP,2605,NSC POSA
UDP,2605,NSC POSA
TCP,2606,Dell Netmon
UDP,2606,Dell Netmon
TCP,2607,Dell Connection
UDP,2607,Dell Connection
TCP,2608,Wag Service
UDP,2608,Wag Service
TCP,2609,System Monitor
UDP,2609,System Monitor
TCP,2610,VersaTek
UDP,2610,VersaTek
TCP,2611,LIONHEAD
UDP,2611,LIONHEAD
TCP,2612,Qpasa Agent
UDP,2612,Qpasa Agent
TCP,2613,SMNTUBootstrap
UDP,2613,SMNTUBootstrap
TCP,2614,Never Offline
UDP,2614,Never Offline
TCP,2615,firepower
UDP,2615,firepower
TCP,2616,appswitch-emp
UDP,2616,appswitch-emp
TCP,2617,Clinical Context Managers
UDP,2617,Clinical Context Managers
TCP,2618,Priority E-Com
UDP,2618,Priority E-Com
TCP,2619,bruce
UDP,2619,bruce
TCP,2620,LPSRecommender
UDP,2620,LPSRecommender
TCP,2621,Miles Apart Jukebox Server
UDP,2621,Miles Apart Jukebox Server
TCP,2622,MetricaDBC
UDP,2622,MetricaDBC
TCP,2623,LMDP
UDP,2623,LMDP
TCP,2624,Aria
UDP,2624,Aria
TCP,2625,Blwnkl Port
UDP,2625,Blwnkl Port
TCP,2626,gbjd816
UDP,2626,gbjd816
TCP,2627,Moshe Beeri
UDP,2627,Moshe Beeri
TCP,2628,DICT
UDP,2628,DICT
TCP,2629,Sitara Server
UDP,2629,Sitara Server
TCP,2630,Sitara Management
UDP,2630,Sitara Management
TCP,2631,Sitara Dir
UDP,2631,Sitara Dir
TCP,2632,IRdg Post
UDP,2632,IRdg Post
TCP,2633,InterIntelli
UDP,2633,InterIntelli
TCP,2634,PK Electronics
UDP,2634,PK Electronics
TCP,2635,Back Burner
UDP,2635,Back Burner
TCP,2636,Solve
UDP,2636,Solve
TCP,2637,Import Document Service
UDP,2637,Import Document Service
TCP,2638,Sybase Anywhere
UDP,2638,Sybase Anywhere
TCP,2639,AMInet
UDP,2639,AMInet
TCP,2640,Alcorn McBride Inc protocol used for device control
UDP,2640,Alcorn McBride Inc protocol used for device control
TCP,2641,HDL Server
UDP,2641,HDL Server
TCP,2642,Tragic
UDP,2642,Tragic
TCP,2643,GTE-SAMP
UDP,2643,GTE-SAMP
TCP,2644,Travsoft IPX Tunnel
UDP,2644,Travsoft IPX Tunnel
TCP,2645,Novell IPX CMD
UDP,2645,Novell IPX CMD
TCP,2646,AND License Manager
UDP,2646,AND License Manager
TCP,2647,SyncServer
UDP,2647,SyncServer
TCP,2648,Upsnotifyprot
UDP,2648,Upsnotifyprot
TCP,2649,VPSIPPORT
UDP,2649,VPSIPPORT
TCP,2650,eristwoguns
UDP,2650,eristwoguns
TCP,2651,EBInSite
UDP,2651,EBInSite
TCP,2652,InterPathPanel
UDP,2652,InterPathPanel
TCP,2653,Sonus
UDP,2653,Sonus
TCP,2654,Corel VNC Admin
UDP,2654,Corel VNC Admin
TCP,2655,UNIX Nt Glue
UDP,2655,UNIX Nt Glue
TCP,2656,Kana
UDP,2656,Kana
TCP,2657,SNS Dispatcher
UDP,2657,SNS Dispatcher
TCP,2658,SNS Admin
UDP,2658,SNS Admin
TCP,2659,SNS Query
UDP,2659,SNS Query
TCP,2660,GC Monitor
UDP,2660,GC Monitor
TCP,2661,OLHOST
UDP,2661,OLHOST
TCP,2662,BinTec-CAPI
UDP,2662,BinTec-CAPI
TCP,2663,BinTec-TAPI
UDP,2663,BinTec-TAPI
TCP,2664,Patrol for MQ GM
UDP,2664,Patrol for MQ GM
TCP,2665,Patrol for MQ NM
UDP,2665,Patrol for MQ NM
TCP,2666,extensis
UDP,2666,extensis
TCP,2667,Alarm Clock Server
UDP,2667,Alarm Clock Server
TCP,2668,Alarm Clock Client
UDP,2668,Alarm Clock Client
TCP,2669,TOAD
UDP,2669,TOAD
TCP,2670,TVE Announce
UDP,2670,TVE Announce
TCP,2671,newlixreg
UDP,2671,newlixreg
TCP,2672,nhserver
UDP,2672,nhserver
TCP,2673,First Call 42
UDP,2673,First Call 42
TCP,2674,ewnn
UDP,2674,ewnn
TCP,2675,TTC ETAP
UDP,2675,TTC ETAP
TCP,2676,SIMSLink
UDP,2676,SIMSLink
TCP,2677,Gadget Gate 1 Way
UDP,2677,Gadget Gate 1 Way
TCP,2678,Gadget Gate 2 Way
UDP,2678,Gadget Gate 2 Way
TCP,2679,Sync Server SSL
UDP,2679,Sync Server SSL
TCP,2680,pxc-sapxom
UDP,2680,pxc-sapxom
TCP,2681,mpnjsomb
UDP,2681,mpnjsomb
TCP,2683,NCDLoadBalance
UDP,2683,NCDLoadBalance
TCP,2684,mpnjsosv
UDP,2684,mpnjsosv
TCP,2685,mpnjsocl
UDP,2685,mpnjsocl
TCP,2686,mpnjsomg
UDP,2686,mpnjsomg
TCP,2687,pq-lic-mgmt
UDP,2687,pq-lic-mgmt
TCP,2688,md-cf-http
UDP,2688,md-cf-http
TCP,2689,FastLynx
UDP,2689,FastLynx
TCP,2690,HP NNM Embedded Database
UDP,2690,HP NNM Embedded Database
TCP,2691,ITInternet ISM Server
UDP,2691,ITInternet ISM Server
TCP,2692,Admins LMS
UDP,2692,Admins LMS
TCP,2693,Unassigned
UDP,2693,Unassigned
TCP,2694,pwrsevent
UDP,2694,pwrsevent
TCP,2695,VSPREAD
UDP,2695,VSPREAD
TCP,2696,Unify Admin
UDP,2696,Unify Admin
TCP,2697,Oce SNMP Trap Port
UDP,2697,Oce SNMP Trap Port
TCP,2698,MCK-IVPIP
UDP,2698,MCK-IVPIP
TCP,2699,Csoft Plus Client
UDP,2699,Csoft Plus Client
TCP,2700,tqdata
UDP,2700,tqdata
TCP,2701,SMS RCINFO
UDP,2701,SMS RCINFO
TCP,2702,SMS XFER
UDP,2702,SMS XFER
TCP,2703,SMS CHAT
UDP,2703,SMS CHAT
TCP,2704,SMS REMCTRL
UDP,2704,SMS REMCTRL
TCP,2705,SDS Admin
UDP,2705,SDS Admin
TCP,2706,NCD Mirroring
UDP,2706,NCD Mirroring
TCP,2707,EMCSYMAPIPORT
UDP,2707,EMCSYMAPIPORT
TCP,2708,Banyan-Net
UDP,2708,Banyan-Net
TCP,2709,Supermon
UDP,2709,Supermon
TCP,2710,SSO Service
UDP,2710,SSO Service
TCP,2711,SSO Control
UDP,2711,SSO Control
TCP,2712,Axapta Object Communication Protocol
UDP,2712,Axapta Object Communication Protocol
TCP,2713,Raven Trinity Broker Service
UDP,2713,Raven Trinity Broker Service
TCP,2714,Raven Trinity Data Mover
UDP,2714,Raven Trinity Data Mover
TCP,2715,HPSTGMGR2
UDP,2715,HPSTGMGR2
TCP,2716,Inova IP Disco
UDP,2716,Inova IP Disco
TCP,2717,PN REQUESTER
UDP,2717,PN REQUESTER
TCP,2718,PN REQUESTER 2
UDP,2718,PN REQUESTER 2
TCP,2719,Scan & Change
UDP,2719,Scan & Change
TCP,2720,wkars
UDP,2720,wkars
TCP,2721,Smart Diagnose
UDP,2721,Smart Diagnose
TCP,2722,Proactive Server
UDP,2722,Proactive Server
TCP,2723,WatchDog NT Protocol
UDP,2723,WatchDog NT Protocol
TCP,2724,qotps
UDP,2724,qotps
TCP,2725,MSOLAP PTP2
UDP,2725,MSOLAP PTP2
TCP,2726,TAMS
UDP,2726,TAMS
TCP,2727,Media Gateway Control Protocol Call Agent
UDP,2727,Media Gateway Control Protocol Call Agent
TCP,2728,SQDR
UDP,2728,SQDR
TCP,2729,TCIM Control
UDP,2729,TCIM Control
TCP,2730,NEC RaidPlus
UDP,2730,NEC RaidPlus
TCP,2731,Fyre Messanger
UDP,2731,Fyre Messanger
TCP,2732,G5M
UDP,2732,G5M
TCP,2733,Signet CTF
UDP,2733,Signet CTF
TCP,2734,CCS Software
UDP,2734,CCS Software
TCP,2735,NetIQ Monitor Console
UDP,2735,NetIQ Monitor Console
TCP,2736,RADWIZ NMS SRV
UDP,2736,RADWIZ NMS SRV
TCP,2737,SRP Feedback
UDP,2737,SRP Feedback
TCP,2738,NDL TCP-OSI Gateway
UDP,2738,NDL TCP-OSI Gateway
TCP,2739,TN Timing
UDP,2739,TN Timing
TCP,2740,Alarm
UDP,2740,Alarm
TCP,2741,TSB
UDP,2741,TSB
TCP,2742,TSB2
UDP,2742,TSB2
TCP,2743,murx
UDP,2743,murx
TCP,2744,honyaku
UDP,2744,honyaku
TCP,2745,URBISNET
UDP,2745,URBISNET
TCP,2746,CPUDPENCAP
UDP,2746,CPUDPENCAP
TCP,2752,RSISYS ACCESS
UDP,2752,RSISYS ACCESS
TCP,2753,de-spot
UDP,2753,de-spot
TCP,2754,APOLLO CC
UDP,2754,APOLLO CC
TCP,2755,Express Pay
UDP,2755,Express Pay
TCP,2756,simplement-tie
UDP,2756,simplement-tie
TCP,2757,CNRP
UDP,2757,CNRP
TCP,2758,APOLLO Status
UDP,2758,APOLLO Status
TCP,2759,APOLLO GMS
UDP,2759,APOLLO GMS
TCP,2760,Saba MS
UDP,2760,Saba MS
TCP,2761,DICOM ISCL
UDP,2761,DICOM ISCL
TCP,2762,DICOM TLS
UDP,2762,DICOM TLS
TCP,2763,Desktop DNA
UDP,2763,Desktop DNA
TCP,2764,Data Insurance
UDP,2764,Data Insurance
TCP,2765,qip-audup
UDP,2765,qip-audup
TCP,2766,Compaq SCP
UDP,2766,Compaq SCP
TCP,2767,UADTC
UDP,2767,UADTC
TCP,2768,UACS
UDP,2768,UACS
TCP,2769,eXcE
UDP,2769,eXcE
TCP,2770,Veronica
UDP,2770,Veronica
TCP,2771,Vergence CM
UDP,2771,Vergence CM
TCP,2772,auris
UDP,2772,auris
TCP,2773,RBackup Remote Backup
UDP,2773,RBackup Remote Backup
TCP,2774,RBackup Remote Backup
UDP,2774,RBackup Remote Backup
TCP,2775,SMPP
UDP,2775,SMPP
TCP,2776,Ridgeway Systems & Software
UDP,2776,Ridgeway Systems & Software
TCP,2777,Ridgeway Systems & Software
UDP,2777,Ridgeway Systems & Software
TCP,2778,Gwen-Sonya
UDP,2778,Gwen-Sonya
TCP,2779,LBC Sync
UDP,2779,LBC Sync
TCP,2780,LBC Control
UDP,2780,LBC Control
TCP,2781,whosells
UDP,2781,whosells
TCP,2782,everydayrc
UDP,2782,everydayrc
TCP,2783,AISES
UDP,2783,AISES
TCP,2784,world wide web - development
UDP,2784,world wide web - development
TCP,2785,aic-np
UDP,2785,aic-np
TCP,2786,aic-oncrpc - Destiny MCD database
UDP,2786,aic-oncrpc - Destiny MCD database
TCP,2787,piccolo - Cornerstone Software
UDP,2787,piccolo - Cornerstone Software
TCP,2788,NetWare Loadable Module - Seagate Software
UDP,2788,NetWare Loadable Module - Seagate Software
TCP,2789,Media Agent
UDP,2789,Media Agent
TCP,2790,PLG Proxy
UDP,2790,PLG Proxy
TCP,2791,MT Port Registrator
UDP,2791,MT Port Registrator
TCP,2792,f5-globalsite
UDP,2792,f5-globalsite
TCP,2793,initlsmsad
UDP,2793,initlsmsad
TCP,2795,LiveStats
UDP,2795,LiveStats
TCP,2796,ac-tech
UDP,2796,ac-tech
TCP,2797,esp-encap
UDP,2797,esp-encap
TCP,2798,TMESIS-UPShot
UDP,2798,TMESIS-UPShot
TCP,2799,ICON Discover
UDP,2799,ICON Discover
TCP,2800,ACC RAID
UDP,2800,ACC RAID
TCP,2801,IGCP
UDP,2801,IGCP
TCP,2802,Veritas TCP1
UDP,2802,Veritas UDP1
TCP,2803,btprjctrl
UDP,2803,btprjctrl
TCP,2804,March Networks Digital Video Recorders and Enterprise Service Manager products
UDP,2804,March Networks Digital Video Recorders and Enterprise Service Manager products
TCP,2805,WTA WSP-S
UDP,2805,WTA WSP-S
TCP,2806,cspuni
UDP,2806,cspuni
TCP,2807,cspmulti
UDP,2807,cspmulti
TCP,2808,J-LAN-P
UDP,2808,J-LAN-P
TCP,2809,CORBA LOC
UDP,2809,CORBA LOC
TCP,2810,Active Net Steward
UDP,2810,Active Net Steward
TCP,2811,GSI FTP
UDP,2811,GSI FTP
TCP,2812,atmtcp
UDP,2812,atmtcp
TCP,2813,llm-pass
UDP,2813,llm-pass
TCP,2814,llm-csv
UDP,2814,llm-csv
TCP,2815,LBC Measurement
UDP,2815,LBC Measurement
TCP,2816,LBC Watchdog
UDP,2816,LBC Watchdog
TCP,2817,NMSig Port
UDP,2817,NMSig Port
TCP,2818,rmlnk
UDP,2818,rmlnk
TCP,2819,FC Fault Notification
UDP,2819,FC Fault Notification
TCP,2820,UniVision
UDP,2820,UniVision
TCP,2821,VERITAS Authentication Service
UDP,2821,VERITAS Authentication Service
TCP,2822,ka0wuc
UDP,2822,ka0wuc
TCP,2823,CQG Net/LAN
UDP,2823,CQG Net/LAN
TCP,2824,CQG Net/LAN 1
UDP,2824,CQG Net/Lan 1
TCP,2826,slc systemlog
UDP,2826,slc systemlog
TCP,2827,slc ctrlrloops
UDP,2827,slc ctrlrloops
TCP,2828,ITM License Manager
UDP,2828,ITM License Manager
TCP,2829,silkp1
UDP,2829,silkp1
TCP,2830,silkp2
UDP,2830,silkp2
TCP,2831,silkp3
UDP,2831,silkp3
TCP,2832,silkp4
UDP,2832,silkp4
TCP,2833,glishd
UDP,2833,glishd
TCP,2834,EVTP
UDP,2834,EVTP
TCP,2835,EVTP-DATA
UDP,2835,EVTP-DATA
TCP,2836,catalyst
UDP,2836,catalyst
TCP,2837,Repliweb
UDP,2837,Repliweb
TCP,2838,Starbot
UDP,2838,Starbot
TCP,2839,NMSigPort
UDP,2839,NMSigPort
TCP,2840,l3-exprt
UDP,2840,l3-exprt
TCP,2841,l3-ranger
UDP,2841,l3-ranger
TCP,2842,l3-hawk
UDP,2842,l3-hawk
TCP,2843,PDnet
UDP,2843,PDnet
TCP,2844,BPCP POLL
UDP,2844,BPCP POLL
TCP,2845,BPCP TRAP
UDP,2845,BPCP TRAP
TCP,2846,AIMPP Hello
UDP,2846,AIMPP Hello
TCP,2847,AIMPP Port Req
UDP,2847,AIMPP Port Req
TCP,2848,AMT-BLC-PORT
UDP,2848,AMT-BLC-PORT
TCP,2849,FXP
UDP,2849,FXP
TCP,2850,MetaConsole
UDP,2850,MetaConsole
TCP,2851,webemshttp
UDP,2851,webemshttp
TCP,2852,bears-01
UDP,2852,bears-01
TCP,2853,ISPipes
UDP,2853,ISPipes
TCP,2854,InfoMover
UDP,2854,InfoMover
TCP,2855,MSRP over TCP
UDP,2855,Reserved
TCP,2856,cesdinv
UDP,2856,cesdinv
TCP,2857,SimCtIP
UDP,2857,SimCtIP
TCP,2858,ECNP
UDP,2858,ECNP
TCP,2859,Active Memory
UDP,2859,Active Memory
TCP,2860,Dialpad Voice 1
UDP,2860,Dialpad Voice 1
TCP,2861,Dialpad Voice 2
UDP,2861,Dialpad Voice 2
TCP,2862,TTG Protocol
UDP,2862,TTG Protocol
TCP,2863,Sonar Data
UDP,2863,Sonar Data
TCP,2864,main 5001 cmd
UDP,2864,main 5001 cmd
TCP,2865,pit-vpn
UDP,2865,pit-vpn
TCP,2866,iwlistener
UDP,2866,iwlistener
TCP,2867,esps-portal
UDP,2867,esps-portal
TCP,2868,Norman Proprietaqry Events Protocol
UDP,2868,Norman Proprietaqry Events Protocol
TCP,2869,ICSLAP
UDP,2869,ICSLAP
TCP,2870,daishi
UDP,2870,daishi
TCP,2871,MSI Select Play
UDP,2871,MSI Select Play
TCP,2872,RADIX
UDP,2872,RADIX
TCP,2873,PubSub Realtime Telemetry Protocol
UDP,2873,PubSub Realtime Telemetry Protocol
TCP,2874,DX Message Base Transport Protocol
UDP,2874,DX Message Base Transport Protocol
TCP,2875,DX Message Base Transport Protocol
UDP,2875,DX Message Base Transport Protocol
TCP,2876,SPS Tunnel
UDP,2876,SPS Tunnel
TCP,2877,BLUELANCE
UDP,2877,BLUELANCE
TCP,2878,AAP
UDP,2878,AAP
TCP,2879,ucentric-ds
UDP,2879,ucentric-ds
TCP,2880,Synapse Transport
UDP,2880,Synapse Transport
TCP,2881,NDSP
UDP,2881,NDSP
TCP,2882,NDTP
UDP,2882,NDTP
TCP,2883,NDNP
UDP,2883,NDNP
TCP,2884,Flash Msg
UDP,2884,Flash Msg
TCP,2885,TopFlow
UDP,2885,TopFlow
TCP,2886,RESPONSELOGIC
UDP,2886,RESPONSELOGIC
TCP,2887,aironet
UDP,2887,aironet
TCP,2888,SPCSDLOBBY
UDP,2888,SPCSDLOBBY
TCP,2889,RSOM
UDP,2889,RSOM
TCP,2890,CSPCLMULTI
UDP,2890,CSPCLMULTI
TCP,2891,CINEGRFX-ELMD License Manager
UDP,2891,CINEGRFX-ELMD License Manager
TCP,2892,SNIFFERDATA
UDP,2892,SNIFFERDATA
TCP,2893,VSECONNECTOR
UDP,2893,VSECONNECTOR
TCP,2894,ABACUS-REMOTE
UDP,2894,ABACUS-REMOTE
TCP,2895,NATUS LINK
UDP,2895,NATUS LINK
TCP,2896,ECOVISIONG6-1
UDP,2896,ECOVISIONG6-1
TCP,2897,Citrix RTMP
UDP,2897,Citrix RTMP
TCP,2898,APPLIANCE-CFG
UDP,2898,APPLIANCE-CFG
TCP,2899,POWERGEMPLUS
UDP,2899,POWERGEMPLUS
TCP,2900,QUICKSUITE
UDP,2900,QUICKSUITE
TCP,2901,ALLSTORCNS
UDP,2901,ALLSTORCNS
TCP,2902,NET ASPI
UDP,2902,NET ASPI
TCP,2903,SUITCASE
UDP,2903,SUITCASE
TCP,2904,M2UA
UDP,2904,M2UA
SCTP,2904,M2UA
TCP,2905,M3UA
UDP,2905,De-registered
SCTP,2905,M3UA
TCP,2906,CALLER9
UDP,2906,CALLER9
TCP,2907,WEBMETHODS B2B
UDP,2907,WEBMETHODS B2B
TCP,2908,mao
UDP,2908,mao
TCP,2909,Funk Dialout
UDP,2909,Funk Dialout
TCP,2910,TDAccess
UDP,2910,TDAccess
TCP,2911,Blockade
UDP,2911,Blockade
TCP,2912,Epicon
UDP,2912,Epicon
TCP,2913,Booster Ware
UDP,2913,Booster Ware
TCP,2914,Game Lobby
UDP,2914,Game Lobby
TCP,2915,TK Socket
UDP,2915,TK Socket
TCP,2916,Elvin Server
UDP,2916,Elvin Server
TCP,2917,Elvin Client
UDP,2917,Elvin Client
TCP,2918,Kasten Chase Pad
UDP,2918,Kasten Chase Pad
TCP,2919,roboER
UDP,2919,roboER
TCP,2920,roboEDA
UDP,2920,roboEDA
TCP,2921,CESD Contents Delivery Management
UDP,2921,CESD Contents Delivery Management
TCP,2922,CESD Contents Delivery Data Transfer
UDP,2922,CESD Contents Delivery Data Transfer
TCP,2923,WTA-WSP-WTP-S
UDP,2923,WTA-WSP-WTP-S
TCP,2924,PRECISE-VIP
UDP,2924,PRECISE-VIP
TCP,2926,MOBILE-FILE-DL
UDP,2926,MOBILE-FILE-DL
TCP,2927,UNIMOBILECTRL
UDP,2927,UNIMOBILECTRL
TCP,2928,REDSTONE-CPSS
UDP,2928,REDSTONE-CPSS
TCP,2929,AMX-WEBADMIN
UDP,2929,AMX-WEBADMIN
TCP,2930,AMX-WEBLINX
UDP,2930,AMX-WEBLINX
TCP,2931,Circle-X
UDP,2931,Circle-X
TCP,2932,INCP
UDP,2932,INCP
TCP,2933,4-TIER OPM GW
UDP,2933,4-TIER OPM GW
TCP,2934,4-TIER OPM CLI
UDP,2934,4-TIER OPM CLI
TCP,2935,QTP
UDP,2935,QTP
TCP,2936,OTPatch
UDP,2936,OTPatch
TCP,2937,PNACONSULT-LM
UDP,2937,PNACONSULT-LM
TCP,2938,SM-PAS-1
UDP,2938,SM-PAS-1
TCP,2939,SM-PAS-2
UDP,2939,SM-PAS-2
TCP,2940,SM-PAS-3
UDP,2940,SM-PAS-3
TCP,2941,SM-PAS-4
UDP,2941,SM-PAS-4
TCP,2942,SM-PAS-5
UDP,2942,SM-PAS-5
TCP,2943,TTNRepository
UDP,2943,TTNRepository
TCP,2944,Megaco H-248
UDP,2944,Megaco H-248
SCTP,2944,Megaco-H.248 text
TCP,2945,H248 Binary
UDP,2945,H248 Binary
SCTP,2945,Megaco/H.248 binary
TCP,2946,FJSVmpor
UDP,2946,FJSVmpor
TCP,2947,GPS Daemon request/response protocol
UDP,2947,GPS Daemon request/response protocol
TCP,2948,WAP PUSH
UDP,2948,WAP PUSH
TCP,2949,WAP PUSH SECURE
UDP,2949,WAP PUSH SECURE
TCP,2950,ESIP
UDP,2950,ESIP
TCP,2951,OTTP
UDP,2951,OTTP
TCP,2952,MPFWSAS
UDP,2952,MPFWSAS
TCP,2953,OVALARMSRV
UDP,2953,OVALARMSRV
TCP,2954,OVALARMSRV-CMD
UDP,2954,OVALARMSRV-CMD
TCP,2955,CSNOTIFY
UDP,2955,CSNOTIFY
TCP,2956,OVRIMOSDBMAN
UDP,2956,OVRIMOSDBMAN
TCP,2957,JAMCT5
UDP,2957,JAMCT5
TCP,2958,JAMCT6
UDP,2958,JAMCT6
TCP,2959,RMOPAGT
UDP,2959,RMOPAGT
TCP,2960,DFOXSERVER
UDP,2960,DFOXSERVER
TCP,2961,BOLDSOFT-LM
UDP,2961,BOLDSOFT-LM
TCP,2962,IPH-POLICY-CLI
UDP,2962,IPH-POLICY-CLI
TCP,2963,IPH-POLICY-ADM
UDP,2963,IPH-POLICY-ADM
TCP,2964,BULLANT SRAP
UDP,2964,BULLANT SRAP
TCP,2965,BULLANT RAP
UDP,2965,BULLANT RAP
TCP,2966,IDP-INFOTRIEVE
UDP,2966,IDP-INFOTRIEVE
TCP,2967,SSC-AGENT
UDP,2967,SSC-AGENT
TCP,2968,ENPP
UDP,2968,ENPP
TCP,2969,ESSP
UDP,2969,ESSP
TCP,2970,INDEX-NET
UDP,2970,INDEX-NET
TCP,2971,NetClip clipboard daemon
UDP,2971,NetClip clipboard daemon
TCP,2972,PMSM Webrctl
UDP,2972,PMSM Webrctl
TCP,2973,SV Networks
UDP,2973,SV Networks
TCP,2974,Signal
UDP,2974,Signal
TCP,2975,Fujitsu Configuration Management Service
UDP,2975,Fujitsu Configuration Management Service
TCP,2976,CNS Server Port
UDP,2976,CNS Server Port
TCP,2977,TTCs Enterprise Test Access Protocol - NS
UDP,2977,TTCs Enterprise Test Access Protocol - NS
TCP,2978,TTCs Enterprise Test Access Protocol - DS
UDP,2978,TTCs Enterprise Test Access Protocol - DS
TCP,2979,H.263 Video Streaming
UDP,2979,H.263 Video Streaming
TCP,2980,Instant Messaging Service
UDP,2980,Instant Messaging Service
TCP,2981,MYLXAMPORT
UDP,2981,MYLXAMPORT
TCP,2982,IWB-WHITEBOARD
UDP,2982,IWB-WHITEBOARD
TCP,2983,NETPLAN
UDP,2983,NETPLAN
TCP,2984,HPIDSADMIN
UDP,2984,HPIDSADMIN
TCP,2985,HPIDSAGENT
UDP,2985,HPIDSAGENT
TCP,2986,STONEFALLS
UDP,2986,STONEFALLS
TCP,2987,identify
UDP,2987,identify
TCP,2988,HIPPA Reporting Protocol
UDP,2988,HIPPA Reporting Protocol
TCP,2989,ZARKOV Intelligent Agent Communication
UDP,2989,ZARKOV Intelligent Agent Communication
TCP,2990,BOSCAP
UDP,2990,BOSCAP
TCP,2991,WKSTN-MON
UDP,2991,WKSTN-MON
TCP,2992,Avenyo Server
UDP,2992,Avenyo Server
TCP,2993,VERITAS VIS1
UDP,2993,VERITAS VIS1
TCP,2994,VERITAS VIS2
UDP,2994,VERITAS VIS2
TCP,2995,IDRS
UDP,2995,IDRS
TCP,2996,vsixml
UDP,2996,vsixml
TCP,2997,REBOL
UDP,2997,REBOL
TCP,2998,Real Secure
UDP,2998,Real Secure
TCP,2999,RemoteWare Unassigned
UDP,2999,RemoteWare Unassigned
TCP,3000,RemoteWare Client
UDP,3000,RemoteWare Client
TCP,3001,OrigoDB Server Native Interface
UDP,3001,Reserved
TCP,3002,RemoteWare Server
UDP,3002,RemoteWare Server
TCP,3003,CGMS
UDP,3003,CGMS
TCP,3004,Csoft Agent
UDP,3004,Csoft Agent
TCP,3005,Genius License Manager
UDP,3005,Genius License Manager
TCP,3006,Instant Internet Admin
UDP,3006,Instant Internet Admin
TCP,3007,Lotus Mail Tracking Agent Protocol
UDP,3007,Lotus Mail Tracking Agent Protocol
TCP,3008,Midnight Technologies
UDP,3008,Midnight Technologies
TCP,3009,PXC-NTFY
UDP,3009,PXC-NTFY
TCP,3010,Telerate Workstation
UDP,3010,Telerate Workstation
TCP,3011,Trusted Web
UDP,3011,Trusted Web
TCP,3012,Trusted Web Client
UDP,3012,Trusted Web Client
TCP,3013,Gilat Sky Surfer
UDP,3013,Gilat Sky Surfer
TCP,3014,Broker Service
UDP,3014,Broker Service
TCP,3015,NATI DSTP
UDP,3015,NATI DSTP
TCP,3016,Notify Server
UDP,3016,Notify Server
TCP,3017,Event Listener
UDP,3017,Event Listener
TCP,3018,Service Registry
UDP,3018,Service Registry
TCP,3019,Resource Manager
UDP,3019,Resource Manager
TCP,3020,CIFS
UDP,3020,CIFS
TCP,3021,AGRI Server
UDP,3021,AGRI Server
TCP,3022,CSREGAGENT
UDP,3022,CSREGAGENT
TCP,3023,magicnotes
UDP,3023,magicnotes
TCP,3024,NDS_SSO
UDP,3024,NDS_SSO
TCP,3025,Arepa Raft
UDP,3025,Arepa Raft
TCP,3026,AGRI Gateway
UDP,3026,AGRI Gateway
TCP,3027,LiebDevMgmt_C
UDP,3027,LiebDevMgmt_C
TCP,3028,LiebDevMgmt_DM
UDP,3028,LiebDevMgmt_DM
TCP,3029,LiebDevMgmt_A
UDP,3029,LiebDevMgmt_A
TCP,3030,Arepa Cas
UDP,3030,Arepa Cas
TCP,3031,Remote AppleEvents/PPC Toolbox
UDP,3031,Remote AppleEvents/PPC Toolbox
TCP,3032,Redwood Chat
UDP,3032,Redwood Chat
